Linux 6.14.0-36-generic (legion) 	04/11/2026 	_x86_64_	(12 CPU)

10:13:48 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:19:08 AM  1000     38360    9.00    5.00    0.00    0.00   14.00     8  ruby
10:19:09 AM  1000     38360    9.00    3.00    0.00    0.00   12.00     8  ruby
10:19:10 AM  1000     38360   11.00    4.00    0.00    0.00   15.00    11  ruby
10:19:11 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    11  ruby
10:19:12 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    11  ruby
10:19:13 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    10  ruby
10:19:14 AM  1000     38360   11.00    3.00    0.00    0.00   14.00     7  ruby
10:19:15 AM  1000     38360   14.00    3.00    0.00    1.00   17.00     6  ruby
10:19:16 AM  1000     38360   16.00    2.00    0.00    0.00   18.00     9  ruby
10:19:17 AM  1000     38360   13.00    3.00    0.00    0.00   16.00     8  ruby
10:19:18 AM  1000     38360    9.00    4.00    0.00    0.00   13.00     8  ruby
10:19:19 AM  1000     38360   12.00    4.00    0.00    0.00   16.00     8  ruby
